sentence,label,concept,category,feature,id
a scarf is made of stretchy material.,0,scarf,clothing,is made of stretchy material,58695
a veil is made of stretchy material.,0,veil,clothing,is made of stretchy material,58696
a lettuce can be eaten cold.,1,lettuce,vegetable,can be eaten cold,58706
a pie can be eaten cold.,1,pie,food,can be eaten cold,58707
a leek can be eaten cold.,0,leek,vegetable,can be eaten cold,58708
a spinach can be eaten cold.,0,spinach,vegetable,can be eaten cold,58709
a cake can be eaten cold.,0,cake,food,can be eaten cold,58710
a cookie can be eaten cold.,0,cookie,food,can be eaten cold,58711
a tulip has big petals.,1,tulip,flower,has big petals,58712
a lily has big petals.,1,lily,flower,has big petals,58713
a pansy has big petals.,1,pansy,flower,has big petals,58714
a buttercup has big petals.,0,buttercup,flower,has big petals,58715
a hyacinth has big petals.,0,hyacinth,flower,has big petals,58716
a geranium has big petals.,0,geranium,flower,has big petals,58717
a dandelion has big petals.,0,dandelion,flower,has big petals,58718
a rose has big petals.,0,rose,flower,has big petals,58719
a brussels sprout has big petals.,0,brussels_sprout,vegetable,has big petals,58720
a limousine is for celebrities.,1,limousine,vehicle,is for celebrities,58721
a car is for celebrities.,0,car,vehicle,is for celebrities,58722
an ambulance is for celebrities.,0,ambulance,vehicle,is for celebrities,58723
a limousine has a chauffeur.,1,limousine,vehicle,has a chauffeur,58730
a car has a chauffeur.,0,car,vehicle,has a chauffeur,58731
an ambulance has a chauffeur.,0,ambulance,vehicle,has a chauffeur,58732
a limousine can have a minibar.,1,limousine,vehicle,can have a minibar,58733
a car can have a minibar.,0,car,vehicle,can have a minibar,58734
an ambulance can have a minibar.,0,ambulance,vehicle,can have a minibar,58735
a limousine is a symbol of wealth.,1,limousine,vehicle,is a symbol of wealth,58736
a car is a symbol of wealth.,0,car,vehicle,is a symbol of wealth,58737
an ambulance is a symbol of wealth.,0,ambulance,vehicle,is a symbol of wealth,58738
a limousine has long seats.,1,limousine,vehicle,has long seats,58739
a car has long seats.,0,car,vehicle,has long seats,58740
an ambulance has long seats.,0,ambulance,vehicle,has long seats,58741
a lion can roar.,1,lion,animal,can roar,58742
a tiger can roar.,1,tiger,animal,can roar,58743
a cheetah can roar.,0,cheetah,animal,can roar,58744
a panther can roar.,0,panther,animal,can roar,58745
a cat can roar.,0,cat,animal,can roar,58746
a leopard can roar.,0,leopard,animal,can roar,58747
a lion is known as the king of the jungle.,1,lion,animal,is known as the king of the jungle,58748
a panther is known as the king of the jungle.,0,panther,animal,is known as the king of the jungle,58749
a leopard is known as the king of the jungle.,0,leopard,animal,is known as the king of the jungle,58750
a tongue is used during kissing.,1,tongue,body part,is used during kissing,58751
lips is used during kissing.,1,lips,body part,is used during kissing,58752
a heart is used during kissing.,0,heart,body part,is used during kissing,58753
an ear is used during kissing.,0,ear,body part,is used during kissing,58754
a nose is used during kissing.,0,nose,body part,is used during kissing,58755
an eye is used during kissing.,0,eye,body part,is used during kissing,58756
a tongue facilitates speech.,1,tongue,body part,facilitates speech,58757
lips facilitates speech.,1,lips,body part,facilitates speech,58758
a heart facilitates speech.,0,heart,body part,facilitates speech,58759
an ear facilitates speech.,0,ear,body part,facilitates speech,58760
a nose facilitates speech.,0,nose,body part,facilitates speech,58761
an eye facilitates speech.,0,eye,body part,facilitates speech,58762
a tongue is part of the mouth.,1,tongue,body part,is part of the mouth,58763
lips is part of the mouth.,1,lips,body part,is part of the mouth,58764
a heart is part of the mouth.,0,heart,body part,is part of the mouth,58765
an ear is part of the mouth.,0,ear,body part,is part of the mouth,58766
a nose is part of the mouth.,0,nose,body part,is part of the mouth,58767
an eye is part of the mouth.,0,eye,body part,is part of the mouth,58768
lips can be covered in lipstick.,1,lips,body part,can be covered in lipstick,58769
a tongue can be covered in lipstick.,0,tongue,body part,can be covered in lipstick,58770
an eye can be covered in lipstick.,0,eye,body part,can be covered in lipstick,58771
lips can be covered in lip gloss.,1,lips,body part,can be covered in lip gloss,58772
a tongue can be covered in lip gloss.,0,tongue,body part,can be covered in lip gloss,58773
an eye can be covered in lip gloss.,0,eye,body part,can be covered in lip gloss,58774
lips can be covered in lip balm.,1,lips,body part,can be covered in lip balm,58781
a tongue can be covered in lip balm.,0,tongue,body part,can be covered in lip balm,58782
an eye can be covered in lip balm.,0,eye,body part,can be covered in lip balm,58783
lips can be plump.,1,lips,body part,can be plump,58784
a tongue can be plump.,0,tongue,body part,can be plump,58785
an eye can be plump.,0,eye,body part,can be plump,58786
a lizard has sticky grip.,1,lizard,animal,has sticky grip,58790
an alligator has sticky grip.,0,alligator,animal,has sticky grip,58791
an iguana has sticky grip.,0,iguana,animal,has sticky grip,58792
a lizard can regrow its tail.,1,lizard,animal,can regrow its tail,58793
an alligator can regrow its tail.,0,alligator,animal,can regrow its tail,58794
an iguana can regrow its tail.,0,iguana,animal,can regrow its tail,58795
a lizard has a forked tongue.,1,lizard,animal,has a forked tongue,58796
a rattlesnake has a forked tongue.,1,rattlesnake,animal,has a forked tongue,58797
an alligator has a forked tongue.,0,alligator,animal,has a forked tongue,58798
a crocodile has a forked tongue.,0,crocodile,animal,has a forked tongue,58799
an iguana has a forked tongue.,0,iguana,animal,has a forked tongue,58800
a turtle has a forked tongue.,0,turtle,sea creature,has a forked tongue,58801
a llama is native to Peru.,1,llama,animal,is native to Peru,58802
a hippo is native to Peru.,0,hippo,animal,is native to Peru,58803
a camel is native to Peru.,0,camel,animal,is native to Peru,58804
a llama has soft wool.,1,llama,animal,has soft wool,58805
a hippo has soft wool.,0,hippo,animal,has soft wool,58806
a camel has soft wool.,0,camel,animal,has soft wool,58807
a llama is from the Andes.,1,llama,animal,is from the Andes,58808
a hippo is from the Andes.,0,hippo,animal,is from the Andes,58809
a camel is from the Andes.,0,camel,animal,is from the Andes,58810
a hummingbird is warm blooded.,1,hummingbird,bird,is warm blooded,58811
a tiger is warm blooded.,1,tiger,animal,is warm blooded,58812
a wolf is warm blooded.,1,wolf,animal,is warm blooded,58813
a bear is warm blooded.,1,bear,animal,is warm blooded,58814
a cow is warm blooded.,1,cow,animal,is warm blooded,58815
a buzzard is warm blooded.,1,buzzard,bird,is warm blooded,58816
a calf is warm blooded.,1,calf,animal,is warm blooded,58817
a wren is warm blooded.,1,wren,bird,is warm blooded,58818
an emu is warm blooded.,1,emu,bird,is warm blooded,58819
a hippo is warm blooded.,1,hippo,animal,is warm blooded,58820
a dove is warm blooded.,1,dove,bird,is warm blooded,58821
a partridge is warm blooded.,1,partridge,bird,is warm blooded,58822
a rabbit is warm blooded.,1,rabbit,animal,is warm blooded,58823
a goose is warm blooded.,1,goose,bird,is warm blooded,58824
a pig is warm blooded.,1,pig,animal,is warm blooded,58825
a camel is warm blooded.,1,camel,animal,is warm blooded,58826
a chipmunk is warm blooded.,1,chipmunk,animal,is warm blooded,58827
a goat is warm blooded.,1,goat,animal,is warm blooded,58828
a fox is warm blooded.,1,fox,animal,is warm blooded,58829
a chicken is warm blooded.,1,chicken,bird,is warm blooded,58830
a platypus is warm blooded.,1,platypus,animal,is warm blooded,58831
a pelican is warm blooded.,1,pelican,bird,is warm blooded,58832
a seagull is warm blooded.,1,seagull,bird,is warm blooded,58833
a starling is warm blooded.,1,starling,bird,is warm blooded,58834
a rhino is warm blooded.,1,rhino,animal,is warm blooded,58835
a beaver is warm blooded.,1,beaver,animal,is warm blooded,58836
an eagle is warm blooded.,1,eagle,bird,is warm blooded,58837
a walrus is warm blooded.,1,walrus,sea creature,is warm blooded,58838
a skunk is warm blooded.,1,skunk,animal,is warm blooded,58839
a hyena is warm blooded.,1,hyena,animal,is warm blooded,58840
a lamb is warm blooded.,1,lamb,animal,is warm blooded,58841
a zebra is warm blooded.,1,zebra,animal,is warm blooded,58842
a giraffe is warm blooded.,1,giraffe,animal,is warm blooded,58843
a penguin is warm blooded.,1,penguin,bird,is warm blooded,58844
a cheetah is warm blooded.,1,cheetah,animal,is warm blooded,58845
a leopard is warm blooded.,1,leopard,animal,is warm blooded,58846
an elephant is warm blooded.,1,elephant,animal,is warm blooded,58847
a hamster is warm blooded.,1,hamster,animal,is warm blooded,58848
a porcupine is warm blooded.,1,porcupine,animal,is warm blooded,58849
a donkey is warm blooded.,1,donkey,animal,is warm blooded,58850
a hawk is warm blooded.,1,hawk,bird,is warm blooded,58851
a cockerel is warm blooded.,1,cockerel,bird,is warm blooded,58852
a canary is warm blooded.,1,canary,bird,is warm blooded,58853
a magpie is warm blooded.,1,magpie,bird,is warm blooded,58854
a seal is warm blooded.,1,seal,animal,is warm blooded,58855
a pigeon is warm blooded.,1,pigeon,bird,is warm blooded,58856
a hedgehog is warm blooded.,1,hedgehog,animal,is warm blooded,58857
an otter is warm blooded.,1,otter,animal,is warm blooded,58858
a horse is warm blooded.,1,horse,animal,is warm blooded,58859
a buffalo is warm blooded.,1,buffalo,animal,is warm blooded,58860
a peacock is warm blooded.,1,peacock,bird,is warm blooded,58861
a bat is warm blooded.,1,bat,animal,is warm blooded,58862
a pony is warm blooded.,1,pony,animal,is warm blooded,58863
an ostrich is warm blooded.,1,ostrich,bird,is warm blooded,58864
a lion is warm blooded.,1,lion,animal,is warm blooded,58865
a llama is warm blooded.,1,llama,animal,is warm blooded,58866
a budgie is warm blooded.,1,budgie,bird,is warm blooded,58867
a swan is warm blooded.,1,swan,bird,is warm blooded,58868
a turkey is warm blooded.,1,turkey,bird,is warm blooded,58869
a woodpecker is warm blooded.,1,woodpecker,bird,is warm blooded,58870
a dolphin is warm blooded.,1,dolphin,sea creature,is warm blooded,58871
a parakeet is warm blooded.,1,parakeet,bird,is warm blooded,58872
a sheep is warm blooded.,1,sheep,animal,is warm blooded,58873
a heron is warm blooded.,1,heron,bird,is warm blooded,58874
a gerbil is warm blooded.,1,gerbil,animal,is warm blooded,58875
a guinea pig is warm blooded.,1,guinea_pig,animal,is warm blooded,58876
a rat is warm blooded.,1,rat,animal,is warm blooded,58877
a kingfisher is warm blooded.,1,kingfisher,bird,is warm blooded,58878
a moose is warm blooded.,1,moose,animal,is warm blooded,58879
a dog is warm blooded.,1,dog,animal,is warm blooded,58880
a raven is warm blooded.,1,raven,bird,is warm blooded,58881
a raccoon is warm blooded.,1,raccoon,animal,is warm blooded,58882
a mouse is warm blooded.,1,mouse,animal,is warm blooded,58883
a robin is warm blooded.,1,robin,bird,is warm blooded,58884
an owl is warm blooded.,1,owl,bird,is warm blooded,58885
a monkey is warm blooded.,1,monkey,animal,is warm blooded,58886
a duck is warm blooded.,1,duck,bird,is warm blooded,58887
a panther is warm blooded.,1,panther,animal,is warm blooded,58888
a flamingo is warm blooded.,1,flamingo,bird,is warm blooded,58889
a squirrel is warm blooded.,1,squirrel,animal,is warm blooded,58890
a crane is warm blooded.,1,crane,bird,is warm blooded,58891
a falcon is warm blooded.,1,falcon,bird,is warm blooded,58892
a cat is warm blooded.,1,cat,animal,is warm blooded,58893
a gorilla is warm blooded.,1,gorilla,animal,is warm blooded,58894
a kangaroo is warm blooded.,1,kangaroo,animal,is warm blooded,58895
a sparrow is warm blooded.,1,sparrow,bird,is warm blooded,58896
an ox is warm blooded.,1,ox,animal,is warm blooded,58897
a whale is warm blooded.,1,whale,sea creature,is warm blooded,58898
a deer is warm blooded.,1,deer,animal,is warm blooded,58899
a nightingale is warm blooded.,1,nightingale,bird,is warm blooded,58900
a buttercup is warm blooded.,0,buttercup,flower,is warm blooded,58901
a carnation is warm blooded.,0,carnation,flower,is warm blooded,58902
a lobster is warm blooded.,0,lobster,sea creature,is warm blooded,58903
a sardine is warm blooded.,0,sardine,fish,is warm blooded,58904
a clock is warm blooded.,0,clock,furniture,is warm blooded,58905
a seahorse is warm blooded.,0,seahorse,fish,is warm blooded,58906
a cockroach is warm blooded.,0,cockroach,invertebrate,is warm blooded,58907
a flounder is warm blooded.,0,flounder,fish,is warm blooded,58908
an alligator is warm blooded.,0,alligator,animal,is warm blooded,58909
a chestnut tree is warm blooded.,0,chestnut,tree,is warm blooded,58910
a balloon is warm blooded.,0,balloon,toy,is warm blooded,58911
wine is warm blooded.,0,wine,drink,is warm blooded,58912
a stick insect is warm blooded.,0,stick_insect,invertebrate,is warm blooded,58913
an iguana is warm blooded.,0,iguana,animal,is warm blooded,58914
a crab is warm blooded.,0,crab,sea creature,is warm blooded,58915
a cod is warm blooded.,0,cod,fish,is warm blooded,58916
a willow tree is warm blooded.,0,willow,tree,is warm blooded,58917
a whisk is warm blooded.,0,whisk,kitchenware,is warm blooded,58918
a hornet is warm blooded.,0,hornet,invertebrate,is warm blooded,58919
a daffodil is warm blooded.,0,daffodil,flower,is warm blooded,58920
a tray is warm blooded.,0,tray,kitchenware,is warm blooded,58921
a catapult is warm blooded.,0,catapult,weapon,is warm blooded,58922
a basket is warm blooded.,0,basket,container,is warm blooded,58923
a pine tree is warm blooded.,0,pine,tree,is warm blooded,58924
a grasshopper is warm blooded.,0,grasshopper,invertebrate,is warm blooded,58925
a millipede is warm blooded.,0,millipede,invertebrate,is warm blooded,58926
a lizard is warm blooded.,0,lizard,animal,is warm blooded,58927
a snail is warm blooded.,0,snail,invertebrate,is warm blooded,58928
a mosquito is warm blooded.,0,mosquito,invertebrate,is warm blooded,58929
